全聯家樂福地址,Lat,Long
新北市新店區北新路三段51號B1,24.9807584, 121.5416492
新北市新店區民族路71號B1,24.9780358, 121.5393526
新北市新店區如意街95、97號,24.9470047, 121.4953606
新北市新店區安康路二段136巷59號,24.9616574, 121.5116247
新北市新店區安康路二段196號B1,24.9598069, 121.5108238
新北市新店區安祥路85-89號,24.9623844, 121.4803907
新北市新店區新坡一街75號B1,24.963943, 121.549655
新北市新店區溪園路399號,24.9776787, 121.5237844
新北市新莊區中平路377巷18、20號,25.0527238, 121.4436582
新北市新莊區中信街72號,25.0519598, 121.4485689
新北市新莊區公園一路110號,25.037856, 121.4444088
新北市新莊區公園路226號,25.0404941, 121.4567766
新北市新莊區化成路193號,25.0505126, 121.4657818
新北市新莊區民安路157號之1,25.023464, 121.42573
新北市新莊區昌隆街69、75、83號,25.051318, 121.457225
新北市新莊區後港一路122-126號,25.0271021, 121.4290496
新北市新莊區富國路2號B1,25.0263681, 121.4182569
新北市新莊區龍安路75號,25.0215221, 121.4157842
新北市瑞芳區明燈路三段59-1號,25.1081066, 121.8057661
新北市樹林區太順路64號、66號、68號,24.9815605, 121.4198606
新北市樹林區復興路198號,24.9907834, 121.4197751
新北市樹林區學成路536號,24.9456139, 121.3807281
新北市蘆洲區三民路54號,25.0835826, 121.4755322
新北市蘆洲區中興街34、36號,25.0870229, 121.4811788
新北市蘆洲區長安街387號1樓,25.0882114, 121.4571794
新北市蘆洲區長榮路386號,25.087838, 121.459762
新北市三重區中正北路67號、69號,25.0630522, 121.4905409
新北市三重區五華街110巷1-4號,25.083056, 121.4920347
新北市三重區仁愛街81號,25.1409145, 121.756683
新北市三重區仁愛街285號及293號,25.0789355, 121.4927458
新北市三重區永福街245、247、249號,25.0743041, 121.4809576
新北市三重區重陽路一段41號,25.0578314, 121.4868743
新北市三重區溪尾街125號1樓,25.07967, 121.4894188
新北市三峽區中山路171號,24.9365163, 121.3640068
新北市三峽區光明路71號,25.0460951, 121.4652476
新北市土城區立德路105號,24.987553, 121.463859
新北市土城區金城路三段202-6號,24.9882937, 121.4695439
"新北市土城區學府路一段157,161號",24.9844219, 121.4511724
新北市中和區中山路三段1-3號,25.0078418, 121.4751868
新北市中和區民治街120號,25.0033531, 121.4753288
新北市中和區復興路268號,24.9905691, 121.5030633
新北市中和區圓通路274號,24.9908082, 121.4923032
新北市中和區壽德街20號1樓,24.9947666, 121.4661395
新北市中和區興南路一段20號B1,24.9911225, 121.5112596
新北市五股區成泰路一段6號,25.0672114, 121.4343219
新北市五股區成泰路一段235號之4,25.0794009, 121.4360864
新北市五股區西雲路169-1號、171號、171-1號,25.0949309, 121.4469013
新北市五股區明德路12巷5號,25.0719925, 121.4331045
新北市永和區中正路704號,25.0099626, 121.5161837
新北市永和區仁愛路152號B1,24.9831701, 121.4586099
新北市永和區竹林路60號,25.0137683, 121.5180921
新北市汐止區大同路二段285號B1,25.0658317, 121.6539469
新北市汐止區明峰街117號B1,25.0709597, 121.631162
新北市汐止區建成路39號,25.0729131, 121.6631762
新北市汐止區福德一路256號,25.064731, 121.633483
新北市汐止區樟樹一路176號1樓及174號地下室,25.0658459, 121.6423955
